PPG GSR SENSOR_TIME COMPUTER_TIME
1116.483516 79026.315789 9944212 1590688758.269285
1117.948718 79026.315789 9944372 1590688758.284245
1118.681319 79026.315789 9944532 1590688758.284245
1120.879121 76347.457627 9944692 1590688758.293221
1125.274725 79026.315789 9944852 1590688758.293221
1134.798535 76347.457627 9945012 1590688758.304192
1146.520147 79026.315789 9945172 1590688758.304192
1165.567766 79026.315789 9945332 1590688758.306186
1191.941392 79026.315789 9945492 1590688758.306186
1224.908425 76347.457627 9945652 1590688758.318154
1262.271062 79026.315789 9945812 1590688758.318154
1306.959707 79026.315789 9945972 1590688758.329125
1356.776557 79026.315789 9946132 1590688758.330122
1409.523810 79026.315789 9946292 1590688758.338100
1465.201465 76347.457627 9946452 1590688758.338100
1522.344322 79026.315789 9946612 1590688758.349071
1577.289377 76347.457627 9946772 1590688758.350069
1629.304029 79026.315789 9946932 1590688758.361040
1682.783883 76347.457627 9947092 1590688758.361040
1731.135531 79026.315789 9947252 1590688758.372011
1774.358974 76347.457627 9947412 1590688758.372011
1815.384615 76347.457627 9947572 1590688758.382981
1851.282051 79026.315789 9947732 1590688758.383978
1882.051282 79026.315789 9947892 1590688758.384976
1906.227106 79026.315789 9948052 1590688758.384976
1927.472527 79026.315789 9948212 1590688758.414896
1941.391941 76347.457627 9948372 1590688758.414896
1949.450549 76347.457627 9948532 1590688758.415894
1956.776557 79026.315789 9948692 1590688758.415894
1960.439560 76347.457627 9948852 1590688758.416891
1956.776557 76347.457627 9949012 1590688758.416891
1950.183150 76347.457627 9949172 1590688758.429856
1940.659341 76347.457627 9949332 1590688758.429856
1926.739927 76347.457627 9949492 1590688758.440826
1907.692308 76347.457627 9949652 1590688758.440826
1888.644689 76347.457627 9949812 1590688758.459775
1868.131868 76347.457627 9949972 1590688758.459775
1846.153846 76347.457627 9950132 1590688758.512634
1822.710623 76347.457627 9950292 1590688758.512634
1800.732601 76347.457627 9950452 1590688758.512634
1777.289377 76347.457627 9950612 1590688758.512634
1753.846154 79026.315789 9950772 1590688758.515626
1732.600733 79026.315789 9950932 1590688758.515626
1711.355311 76347.457627 9951092 1590688758.516623
1691.575092 76347.457627 9951252 1590688758.517621
1671.794872 76347.457627 9951412 1590688758.518618
1655.677656 76347.457627 9951572 1590688758.518618
1638.827839 76347.457627 9951732 1590688758.519616
1622.710623 76347.457627 9951892 1590688758.519616
1610.256410 79026.315789 9952052 1590688758.520613
1598.534799 79026.315789 9952212 1590688758.520613
1589.010989 79026.315789 9952372 1590688758.533578
1580.952381 76347.457627 9952532 1590688758.533578
1575.091575 79026.315789 9952692 1590688758.540560
1569.230769 76347.457627 9952852 1590688758.540560
1565.567766 79026.315789 9953012 1590688758.542554
1563.369963 79026.315789 9953172 1590688758.542554
1558.974359 79026.315789 9953332 1590688758.560506
1554.578755 76347.457627 9953492 1590688758.560506
1551.648352 79026.315789 9953652 1590688758.562501
1547.985348 79026.315789 9953812 1590688758.562501
1541.391941 79026.315789 9953972 1590688758.577461
1534.065934 79026.315789 9954132 1590688758.577461
1526.739927 79026.315789 9954292 1590688758.578458
1517.216117 76347.457627 9954452 1590688758.578458
1508.424908 79026.315789 9954612 1590688758.595413
1501.098901 79026.315789 9954772 1590688758.596411
1493.772894 76347.457627 9954932 1590688758.627327
1485.714286 76347.457627 9955092 1590688758.627327
1479.120879 76347.457627 9955252 1590688758.628325
1475.457875 79026.315789 9955412 1590688758.628325
1470.329670 79026.315789 9955572 1590688758.629323
1465.934066 79026.315789 9955732 1590688758.629323
1463.736264 79026.315789 9955892 1590688758.630319
1460.805861 79026.315789 9956052 1590688758.631318
1457.875458 76347.457627 9956212 1590688758.643285
1457.875458 79026.315789 9956372 1590688758.643285
1458.608059 76347.457627 9956532 1590688758.652261
1458.608059 76347.457627 9956692 1590688758.652261
1458.608059 79026.315789 9956852 1590688758.667221
1459.340659 76347.457627 9957012 1590688758.667221
1460.805861 76347.457627 9957172 1590688758.668218
1461.538462 79026.315789 9957332 1590688758.668218
1464.468864 79026.315789 9957492 1590688758.686170
1465.201465 79026.315789 9957652 1590688758.686170
1465.201465 76347.457627 9957812 1590688758.696144
1465.934066 79026.315789 9957972 1590688758.696144
1466.666667 79026.315789 9958132 1590688758.697141
1465.201465 79026.315789 9958292 1590688758.697141
1463.003663 79026.315789 9958452 1590688758.718085
1462.271062 76347.457627 9958612 1590688758.718085
1460.805861 79026.315789 9958772 1590688758.730053
1460.073260 79026.315789 9958932 1590688758.730053
1458.608059 79026.315789 9959092 1590688758.735040
1457.875458 79026.315789 9959252 1590688758.735040
1454.212454 79026.315789 9959412 1590688758.742021
1451.282051 76347.457627 9959572 1590688758.742021
1449.084249 79026.315789 9959732 1590688758.754986
1444.688645 76347.457627 9959892 1590688758.754986
1439.560440 76347.457627 9960052 1590688758.765957
1435.897436 79026.315789 9960212 1590688758.765957
1432.234432 79026.315789 9960372 1590688758.781915
1426.373626 79026.315789 9960532 1590688758.782912
1420.512821 79026.315789 9960692 1590688758.782912
1415.384615 79026.315789 9960852 1590688758.782912
1408.058608 79026.315789 9961012 1590688758.789893
1400.000000 79026.315789 9961172 1590688758.789893
1392.673993 79026.315789 9961332 1590688758.801864
1384.615385 79026.315789 9961492 1590688758.802859
1375.824176 76347.457627 9961652 1590688758.813829
1367.032967 79026.315789 9961812 1590688758.813829
1360.439560 76347.457627 9961972 1590688758.819813
1352.380952 79026.315789 9962132 1590688758.819813
1344.322344 79026.315789 9962292 1590688758.830784
1337.728938 79026.315789 9962452 1590688758.830784
1329.670330 79026.315789 9962612 1590688758.859707
1321.611722 79026.315789 9962772 1590688758.859707
1316.483516 79026.315789 9962932 1590688758.860704
1310.622711 79026.315789 9963092 1590688758.860704
1304.029304 76347.457627 9963252 1590688758.886635
1297.435897 79026.315789 9963412 1590688758.887632
1293.772894 76347.457627 9963572 1590688758.888628
1290.109890 76347.457627 9963732 1590688758.888628
1284.981685 76347.457627 9963892 1590688758.894614
1280.586081 79026.315789 9964052 1590688758.894614
1277.655678 79026.315789 9964212 1590688758.898603
1272.527473 79026.315789 9964372 1590688758.898603
1269.597070 79026.315789 9964532 1590688758.899600
1266.666667 79026.315789 9964692 1590688758.899600
1262.271062 76347.457627 9964852 1590688758.909086
1257.142857 79026.315789 9965012 1590688758.910083
1254.212454 76347.457627 9965172 1590688758.917065
1252.747253 79026.315789 9965332 1590688758.917065
1249.816850 79026.315789 9965492 1590688758.933022
1249.084249 79026.315789 9965652 1590688758.934019
1248.351648 79026.315789 9965812 1590688758.935017
1246.886447 76347.457627 9965972 1590688758.935017
1247.619048 79026.315789 9966132 1590688758.945988
1249.084249 76347.457627 9966292 1590688758.945988
1250.549451 79026.315789 9966452 1590688758.956959
1250.549451 76347.457627 9966612 1590688758.956959
1252.014652 76347.457627 9966772 1590688758.967929
1254.945055 79026.315789 9966932 1590688758.968926
1255.677656 79026.315789 9967092 1590688758.972915
1257.142857 79026.315789 9967252 1590688758.973913
1257.875458 79026.315789 9967412 1590688758.989871
1257.875458 79026.315789 9967572 1590688758.989871
1257.875458 79026.315789 9967732 1590688758.990877
1258.608059 76347.457627 9967892 1590688758.990877
1257.875458 76347.457627 9968052 1590688759.003833
1254.945055 79026.315789 9968212 1590688759.003833
1252.014652 76347.457627 9968372 1590688759.011811
1249.816850 79026.315789 9968532 1590688759.011811
1245.421245 79026.315789 9968692 1590688759.026771
1241.758242 79026.315789 9968852 1590688759.026771
1238.827839 79026.315789 9969012 1590688759.036259
1235.164835 79026.315789 9969172 1590688759.036259
1231.501832 79026.315789 9969332 1590688759.047230
1230.036630 79026.315789 9969492 1590688759.047230
1227.838828 79026.315789 9969652 1590688759.052216
1224.175824 79026.315789 9969812 1590688759.052216
1221.978022 79026.315789 9969972 1590688759.062190
1220.512821 79026.315789 9970132 1590688759.062190
1218.315018 76347.457627 9970292 1590688759.078147
1217.582418 76347.457627 9970452 1590688759.078147
1217.582418 79026.315789 9970612 1590688759.089118
1216.849817 79026.315789 9970772 1590688759.090115
1213.919414 79026.315789 9970932 1590688759.101087
1212.454212 79026.315789 9971092 1590688759.101087
1210.256410 76347.457627 9971252 1590688759.107069
1208.058608 76347.457627 9971412 1590688759.107069
1203.663004 76347.457627 9971572 1590688759.115049
1201.465201 79026.315789 9971732 1590688759.115049
1197.069597 79026.315789 9971892 1590688759.126018
1191.208791 76347.457627 9972052 1590688759.126018
1189.010989 79026.315789 9972212 1590688759.134994
1185.347985 76347.457627 9972372 1590688759.134994
1180.952381 79026.315789 9972532 1590688759.150544
1178.021978 79026.315789 9972692 1590688759.150544
1175.091575 79026.315789 9972852 1590688759.158522
1172.161172 79026.315789 9973012 1590688759.158522
1167.765568 79026.315789 9973172 1590688759.175477
1166.300366 79026.315789 9973332 1590688759.176476
1164.835165 76347.457627 9973492 1590688759.179466
1161.904762 76347.457627 9973652 1590688759.179466
1161.172161 79026.315789 9973812 1590688759.180463
1161.172161 79026.315789 9973972 1590688759.180463
1159.706960 79026.315789 9974132 1590688759.193429
1160.439560 79026.315789 9974292 1590688759.193429
1160.439560 79026.315789 9974452 1590688759.202404
1158.974359 79026.315789 9974612 1590688759.202404
1157.509158 79026.315789 9974772 1590688759.272229
1156.776557 79026.315789 9974932 1590688759.272229
1156.776557 79026.315789 9975092 1590688759.273225
1154.578755 79026.315789 9975252 1590688759.274223
1153.113553 79026.315789 9975412 1590688759.274223
1153.113553 79026.315789 9975572 1590688759.275219
1152.380952 76347.457627 9975732 1590688759.296158
1151.648352 79026.315789 9975892 1590688759.296158
1152.380952 79026.315789 9976052 1590688759.297174
1153.113553 79026.315789 9976212 1590688759.297174
1153.846154 79026.315789 9976372 1590688759.298152
1155.311355 79026.315789 9976532 1590688759.299156
1158.241758 79026.315789 9976692 1590688759.300157
1158.974359 79026.315789 9976852 1590688759.300157
1160.439560 79026.315789 9977012 1590688759.303166
1161.172161 76347.457627 9977172 1590688759.304143
1160.439560 79026.315789 9977332 1590688759.305140
1158.241758 76347.457627 9977492 1590688759.305140
1158.241758 79026.315789 9977652 1590688759.306129
1156.043956 79026.315789 9977812 1590688759.306129
1153.846154 79026.315789 9977972 1590688759.317112
1150.915751 76347.457627 9978132 1590688759.318107
1148.717949 79026.315789 9978292 1590688759.328083
1144.322344 79026.315789 9978452 1590688759.329076
1140.659341 79026.315789 9978612 1590688759.330073
1136.996337 79026.315789 9978772 1590688759.330073
1133.333333 76347.457627 9978932 1590688759.337059
1129.670330 76347.457627 9979092 1590688759.338053
1128.205128 79026.315789 9979252 1590688759.349035
1127.472527 79026.315789 9979412 1590688759.349035
1127.472527 79026.315789 9979572 1590688759.361999
1126.739927 79026.315789 9979732 1590688759.362987
1128.937729 81900.000000 9979892 1590688759.363985
1129.670330 79026.315789 9980052 1590688759.363985
1130.402930 79026.315789 9980212 1590688759.374964
1132.600733 79026.315789 9980372 1590688759.374964
1135.531136 79026.315789 9980532 1590688759.384926
1136.263736 79026.315789 9980692 1590688759.384926
1136.263736 79026.315789 9980852 1590688759.395893
1137.728938 79026.315789 9981012 1590688759.395893
1136.996337 79026.315789 9981172 1590688759.404869
1135.531136 79026.315789 9981332 1590688759.404869
1134.065934 79026.315789 9981492 1590688759.415836
1133.333333 79026.315789 9981652 1590688759.415836
1131.135531 79026.315789 9981812 1590688759.426807
1130.402930 79026.315789 9981972 1590688759.427803
1130.402930 79026.315789 9982132 1590688759.438778
1128.205128 76347.457627 9982292 1590688759.438778
1127.472527 76347.457627 9982452 1590688759.439775
1126.739927 79026.315789 9982612 1590688759.439775
1128.937729 79026.315789 9982772 1590688759.454735
1129.670330 79026.315789 9982932 1590688759.454735
1131.135531 79026.315789 9983092 1590688759.463712
1133.333333 79026.315789 9983252 1590688759.463712
1134.065934 76347.457627 9983412 1590688759.479668
1134.798535 79026.315789 9983572 1590688759.479668
1135.531136 79026.315789 9983732 1590688759.483655
1134.798535 79026.315789 9983892 1590688759.483655
1133.333333 79026.315789 9984052 1590688759.499615
1132.600733 79026.315789 9984212 1590688759.499615
1131.135531 81900.000000 9984372 1590688759.505600
1126.739927 79026.315789 9984532 1590688759.506602
1123.076923 79026.315789 9984692 1590688759.530575
1120.146520 79026.315789 9984852 1590688759.531569
1117.948718 79026.315789 9985012 1590688759.531569
1115.018315 79026.315789 9985172 1590688759.532573
1116.483516 79026.315789 9985332 1590688759.543544
1120.146520 76347.457627 9985492 1590688759.543544
1125.274725 79026.315789 9985652 1590688759.544534
1136.996337 79026.315789 9985812 1590688759.544534
1153.846154 79026.315789 9985972 1590688759.557504
1177.289377 79026.315789 9986132 1590688759.557504
1208.058608 79026.315789 9986292 1590688759.596396
1245.421245 76347.457627 9986452 1590688759.596396
1286.446886 79026.315789 9986612 1590688759.597396
1331.135531 76347.457627 9986772 1590688759.597396
1381.684982 79026.315789 9986932 1590688759.622336
1434.432234 79026.315789 9987092 1590688759.622336
1487.912088 76347.457627 9987252 1590688759.623330
1542.124542 76347.457627 9987412 1590688759.623330
1596.336996 79026.315789 9987572 1590688759.633297
1649.084249 76347.457627 9987732 1590688759.634295
1700.366300 76347.457627 9987892 1590688759.634295
1749.450549 79026.315789 9988052 1590688759.635315
1794.139194 79026.315789 9988212 1590688759.636331
1832.234432 76347.457627 9988372 1590688759.636331
1865.934066 79026.315789 9988532 1590688759.637285
1895.238095 79026.315789 9988692 1590688759.637285
1916.483516 76347.457627 9988852 1590688759.641278
1932.600733 76347.457627 9989012 1590688759.641278
1942.857143 79026.315789 9989172 1590688759.652249
1947.252747 76347.457627 9989332 1590688759.652249
1945.787546 76347.457627 9989492 1590688759.658233
1941.391941 79026.315789 9989652 1590688759.659228
1935.531136 76347.457627 9989812 1590688759.668206
1923.809524 76347.457627 9989972 1590688759.669202
1910.622711 76347.457627 9990132 1590688759.681175
1895.238095 76347.457627 9990292 1590688759.681175
1878.388278 76347.457627 9990452 1590688759.687155
1858.608059 76347.457627 9990612 1590688759.687155
1840.293040 79026.315789 9990772 1590688759.697126
1818.315018 76347.457627 9990932 1590688759.697126
1794.139194 79026.315789 9991092 1590688759.708108
1770.695971 76347.457627 9991252 1590688759.709096
1751.648352 79026.315789 9991412 1590688759.725063
1729.670330 76347.457627 9991572 1590688759.725063
1709.157509 76347.457627 9991732 1590688759.726051
1690.109890 79026.315789 9991892 1590688759.726051
1671.794872 79026.315789 9992052 1590688759.737060
1653.479853 79026.315789 9992212 1590688759.738017
1638.095238 79026.315789 9992372 1590688759.745019
1624.908425 76347.457627 9992532 1590688759.745019
1610.256410 76347.457627 9992692 1590688759.756014
1597.802198 76347.457627 9992852 1590688759.756014
1588.278388 76347.457627 9993012 1590688759.766953
1580.952381 76347.457627 9993172 1590688759.767939
1571.428571 79026.315789 9993332 1590688759.783958
1565.567766 76347.457627 9993492 1590688759.783958
1560.439560 76347.457627 9993652 1590688759.786901
1556.043956 79026.315789 9993812 1590688759.787885
1551.648352 79026.315789 9993972 1590688759.798859
1548.717949 79026.315789 9994132 1590688759.798859
1544.322344 76347.457627 9994292 1590688759.803840
1539.926740 79026.315789 9994452 1590688759.803840
1535.531136 79026.315789 9994612 1590688759.814854
1532.600733 79026.315789 9994772 1590688759.814854
1528.205128 79026.315789 9994932 1590688759.823791
1525.274725 79026.315789 9995092 1590688759.823791
1519.413919 79026.315789 9995252 1590688759.839751
1513.553114 79026.315789 9995412 1590688759.839751
1506.959707 79026.315789 9995572 1590688759.843742
1502.564103 76347.457627 9995732 1590688759.843742
1497.435897 79026.315789 9995892 1590688759.854708
1491.575092 79026.315789 9996052 1590688759.854708
1486.446886 79026.315789 9996212 1590688759.865682
1480.586081 79026.315789 9996372 1590688759.866674
1475.457875 76347.457627 9996532 1590688759.899589
1471.794872 79026.315789 9996692 1590688759.899589
1469.597070 79026.315789 9996852 1590688759.900582
1465.934066 76347.457627 9997012 1590688759.901581
1463.736264 79026.315789 9997172 1590688759.914548
1460.805861 79026.315789 9997332 1590688759.915544
1460.073260 76347.457627 9997492 1590688759.915544
1460.073260 79026.315789 9997652 1590688759.916541
1458.608059 76347.457627 9997812 1590688759.917537
1457.875458 76347.457627 9997972 1590688759.917537
1457.142857 79026.315789 9998132 1590688759.924521
1455.677656 79026.315789 9998292 1590688759.924521
1456.410256 79026.315789 9998452 1590688759.935495
1453.479853 76347.457627 9998612 1590688759.936486
1450.549451 79026.315789 9998772 1590688759.972390
1448.351648 79026.315789 9998932 1590688759.972390
1447.619048 79026.315789 9999092 1590688759.973387
1445.421245 79026.315789 9999252 1590688759.973387
1443.223443 79026.315789 9999412 1590688760.001311
1441.758242 79026.315789 9999572 1590688760.001311
1438.827839 76347.457627 9999732 1590688760.002311
1435.164835 79026.315789 9999892 1590688760.002311
1433.699634 79026.315789 10000052 1590688760.006299
1430.769231 76347.457627 10000212 1590688760.006299
1426.373626 79026.315789 10000372 1590688760.007297
1421.978022 79026.315789 10000532 1590688760.007297
1418.315018 79026.315789 10000692 1590688760.008293
1413.919414 76347.457627 10000852 1590688760.008293
1408.791209 79026.315789 10001012 1590688760.012283
1405.128205 76347.457627 10001172 1590688760.012283
1399.267399 76347.457627 10001332 1590688760.023255
1392.673993 76347.457627 10001492 1590688760.023255
1386.080586 79026.315789 10001652 1590688760.034224
1380.219780 79026.315789 10001812 1590688760.035224
1373.626374 79026.315789 10001972 1590688760.036218
1364.835165 76347.457627 10002132 1590688760.036218
1358.974359 79026.315789 10002292 1590688760.049184
1351.648352 79026.315789 10002452 1590688760.050180
1344.322344 76347.457627 10002612 1590688760.059160
1336.996337 79026.315789 10002772 1590688760.060156
1329.670330 79026.315789 10002932 1590688760.068134
1321.611722 76347.457627 10003092 1590688760.069130
1315.018315 79026.315789 10003252 1590688760.079120
1312.087912 79026.315789 10003412 1590688760.080105
1305.494505 76347.457627 10003572 1590688760.097061
1301.831502 79026.315789 10003732 1590688760.097061
1298.901099 79026.315789 10003892 1590688760.098058
1296.703297 79026.315789 10004052 1590688760.099051
1293.040293 76347.457627 10004212 1590688760.107031
1290.842491 79026.315789 10004372 1590688760.108028
1289.377289 76347.457627 10004532 1590688760.116009
1284.981685 76347.457627 10004692 1590688760.116009
1281.318681 79026.315789 10004852 1590688760.126985
1277.655678 79026.315789 10005012 1590688760.127979
1275.457875 79026.315789 10005172 1590688760.138945
1272.527473 76347.457627 10005332 1590688760.138945
1267.399267 79026.315789 10005492 1590688760.149919
1264.468864 79026.315789 10005652 1590688760.149919
1260.805861 79026.315789 10005812 1590688760.158894
1257.142857 79026.315789 10005972 1590688760.158894
1255.677656 76347.457627 10006132 1590688760.169864
1254.212454 79026.315789 10006292 1590688760.169864
1251.282051 76347.457627 10006452 1590688760.175850
1251.282051 79026.315789 10006612 1590688760.175850
1252.014652 79026.315789 10006772 1590688760.187820
1251.282051 73844.262295 10006932 1590688760.187820
1252.014652 79026.315789 10007092 1590688760.195796
1252.747253 79026.315789 10007252 1590688760.196791
1253.479853 79026.315789 10007412 1590688760.206765
1253.479853 79026.315789 10007572 1590688760.207762
1254.212454 79026.315789 10007732 1590688760.216738
1254.945055 76347.457627 10007892 1590688760.217735
1253.479853 76347.457627 10008052 1590688760.225718
1253.479853 79026.315789 10008212 1590688760.226712
1253.479853 79026.315789 10008372 1590688760.236686
1250.549451 79026.315789 10008532 1590688760.237681
1250.549451 76347.457627 10008692 1590688760.253661
1251.282051 79026.315789 10008852 1590688760.253661
1250.549451 79026.315789 10009012 1590688760.254639
1249.084249 79026.315789 10009172 1590688760.254639
1248.351648 79026.315789 10009332 1590688760.261618
1248.351648 79026.315789 10009492 1590688760.262612
1245.421245 79026.315789 10009652 1590688760.273617
1242.490842 79026.315789 10009812 1590688760.273617
1239.560440 76347.457627 10009972 1590688760.284554
1238.095238 76347.457627 10010132 1590688760.284554
1235.164835 79026.315789 10010292 1590688760.298517
1232.967033 79026.315789 10010452 1590688760.298517
1230.769231 79026.315789 10010612 1590688760.353371
1227.838828 76347.457627 10010772 1590688760.353371
1224.175824 79026.315789 10010932 1590688760.354368
1221.978022 79026.315789 10011092 1590688760.354368
1218.315018 79026.315789 10011252 1590688760.354368
1216.849817 79026.315789 10011412 1590688760.355364
1213.186813 79026.315789 10011572 1590688760.355364
1210.989011 79026.315789 10011732 1590688760.355364
1208.791209 79026.315789 10011892 1590688760.357358
1207.326007 76347.457627 10012052 1590688760.357358
1205.860806 76347.457627 10012212 1590688760.360352
1203.663004 76347.457627 10012372 1590688760.361348
1201.465201 76347.457627 10012532 1590688760.362346
1200.000000 79026.315789 10012692 1590688760.362346
1198.534799 79026.315789 10012852 1590688760.377304
1197.802198 76347.457627 10013012 1590688760.377304
1195.604396 76347.457627 10013172 1590688760.378303
1194.871795 79026.315789 10013332 1590688760.378303
1192.673993 76347.457627 10013492 1590688760.391281
1192.673993 79026.315789 10013652 1590688760.391281
1191.208791 79026.315789 10013812 1590688760.399297
1190.476190 79026.315789 10013972 1590688760.400246
1188.278388 76347.457627 10014132 1590688760.409225
1189.010989 79026.315789 10014292 1590688760.410220
1189.743590 79026.315789 10014452 1590688760.428174
1189.743590 76347.457627 10014612 1590688760.429170
1190.476190 79026.315789 10014772 1590688760.429170
1191.208791 76347.457627 10014932 1590688760.430167
1191.208791 79026.315789 10015092 1590688760.440146
1192.673993 79026.315789 10015252 1590688760.440146
1194.139194 79026.315789 10015412 1590688760.456108
1195.604396 79026.315789 10015572 1590688760.456108
1194.871795 79026.315789 10015732 1590688760.457098
1194.139194 79026.315789 10015892 1590688760.457098
1192.673993 76347.457627 10016052 1590688760.470062
1191.208791 79026.315789 10016212 1590688760.470062
1189.743590 79026.315789 10016372 1590688760.481033
1189.010989 79026.315789 10016532 1590688760.481033
1185.347985 76347.457627 10016692 1590688760.492004
1184.615385 76347.457627 10016852 1590688760.492998
1183.150183 79026.315789 10017012 1590688760.495992
1180.952381 79026.315789 10017172 1590688760.495992
1178.021978 76347.457627 10017332 1590688760.506992
1175.824176 79026.315789 10017492 1590688760.507963
1173.626374 79026.315789 10017652 1590688760.531900
1169.230769 79026.315789 10017812 1590688760.532891
1166.300366 79026.315789 10017972 1590688760.533897
1163.369963 79026.315789 10018132 1590688760.533897
1161.172161 79026.315789 10018292 1590688760.553838
1158.241758 79026.315789 10018452 1590688760.553838
1158.241758 79026.315789 10018612 1590688760.554839
1157.509158 79026.315789 10018772 1590688760.554839
1155.311355 79026.315789 10018932 1590688760.555833
1154.578755 79026.315789 10019092 1590688760.555833
1153.846154 79026.315789 10019252 1590688760.567825
1153.113553 79026.315789 10019412 1590688760.567825
1151.648352 79026.315789 10019572 1590688760.580769
1151.648352 79026.315789 10019732 1590688760.581763
1151.648352 79026.315789 10019892 1590688760.588747
1150.915751 79026.315789 10020052 1590688760.588747
1149.450549 79026.315789 10020212 1590688760.597719
1150.183150 79026.315789 10020372 1590688760.597719
1150.915751 79026.315789 10020532 1590688760.609690
1150.915751 76347.457627 10020692 1590688760.610685
1152.380952 79026.315789 10020852 1590688760.610685
1153.113553 79026.315789 10021012 1590688760.611683
1151.648352 79026.315789 10021172 1590688760.623661
1151.648352 79026.315789 10021332 1590688760.623661
1151.648352 79026.315789 10021492 1590688760.634626
1149.450549 79026.315789 10021652 1590688760.634626
1146.520147 79026.315789 10021812 1590688760.645595
1145.787546 79026.315789 10021972 1590688760.646587
1145.787546 79026.315789 10022132 1590688760.653572
1143.589744 79026.315789 10022292 1590688760.653572
1144.322344 79026.315789 10022452 1590688760.664546
1142.857143 76347.457627 10022612 1590688760.665543
1141.391941 79026.315789 10022772 1590688760.717401
1140.659341 79026.315789 10022932 1590688760.717401
1140.659341 79026.315789 10023092 1590688760.722390
1139.926740 79026.315789 10023252 1590688760.722390
1137.728938 79026.315789 10023412 1590688760.723383
1136.263736 79026.315789 10023572 1590688760.724382
1136.263736 79026.315789 10023732 1590688760.724382
1134.065934 79026.315789 10023892 1590688760.725378
1131.868132 79026.315789 10024052 1590688760.726384
1129.670330 79026.315789 10024212 1590688760.726384
1125.274725 79026.315789 10024372 1590688760.727376
1122.344322 79026.315789 10024532 1590688760.727376
1119.413919 79026.315789 10024692 1590688760.744334
1117.948718 79026.315789 10024852 1590688760.745325
1116.483516 79026.315789 10025012 1590688760.755298
1117.216117 76347.457627 10025172 1590688760.755298
1120.146520 79026.315789 10025332 1590688760.755298
1127.472527 79026.315789 10025492 1590688760.755298
1139.926740 79026.315789 10025652 1590688760.766278
1156.776557 79026.315789 10025812 1590688760.766278
1179.487179 76347.457627 10025972 1590688760.772256
1208.791209 79026.315789 10026132 1590688760.772256
1245.421245 79026.315789 10026292 1590688760.784223
1287.179487 79026.315789 10026452 1590688760.785218
1333.333333 76347.457627 10026612 1590688760.811153
1385.347985 76347.457627 10026772 1590688760.811153
1439.560440 79026.315789 10026932 1590688760.812145
1493.772894 79026.315789 10027092 1590688760.812145
1551.648352 79026.315789 10027252 1590688760.813143
1608.791209 79026.315789 10027412 1590688760.813143
1663.003663 79026.315789 10027572 1590688760.823164
1714.285714 76347.457627 10027732 1590688760.824117
1762.637363 79026.315789 10027892 1590688760.833092
1808.058608 76347.457627 10028052 1590688760.834086
1849.084249 79026.315789 10028212 1590688760.845071
1884.981685 76347.457627 10028372 1590688760.845071
1916.483516 76347.457627 10028532 1590688760.856034
1940.659341 76347.457627 10028692 1590688760.856034
1963.369963 76347.457627 10028852 1590688760.857031
1977.289377 79026.315789 10029012 1590688760.857031
1989.743590 76347.457627 10029172 1590688760.870991
1995.604396 76347.457627 10029332 1590688760.870991
1997.802198 76347.457627 10029492 1590688760.881965
1994.139194 79026.315789 10029652 1590688760.882955
1985.347985 76347.457627 10029812 1590688760.889939
1975.091575 76347.457627 10029972 1590688760.889939
1960.439560 79026.315789 10030132 1590688760.905900
1942.124542 76347.457627 10030292 1590688760.905900
1920.879121 79026.315789 10030452 1590688760.908893
1900.366300 79026.315789 10030612 1590688760.908893
1877.655678 79026.315789 10030772 1590688760.924882
1854.945055 73844.262295 10030932 1590688760.924882
1827.838828 76347.457627 10031092 1590688760.925840
1802.197802 79026.315789 10031252 1590688760.925840
1775.091575 76347.457627 10031412 1590688760.936824
1747.985348 79026.315789 10031572 1590688760.937811
1723.076923 79026.315789 10031732 1590688760.948787
1699.633700 76347.457627 10031892 1590688760.948787
1675.457875 79026.315789 10032052 1590688760.959750
1654.212454 79026.315789 10032212 1590688760.959750
1635.164835 79026.315789 10032372 1590688760.968727
1618.315018 76347.457627 10032532 1590688760.968727
1603.663004 79026.315789 10032692 1590688760.979700
1591.208791 79026.315789 10032852 1590688760.979700
1580.219780 76347.457627 10033012 1590688760.985681
1569.230769 79026.315789 10033172 1590688760.986680
1561.172161 79026.315789 10033332 1590688760.997650
1554.578755 79026.315789 10033492 1590688760.997650
1546.520147 76347.457627 10033652 1590688761.008623
1539.194139 79026.315789 10033812 1590688761.008623
1534.798535 76347.457627 10033972 1590688761.014637
1530.402930 76347.457627 10034132 1590688761.015603
1526.739927 76347.457627 10034292 1590688761.030564
1523.076923 79026.315789 10034452 1590688761.031558
1520.879121 79026.315789 10034612 1590688761.032559
1515.750916 76347.457627 10034772 1590688761.032559
1513.553114 79026.315789 10034932 1590688761.081433
1510.622711 79026.315789 10035092 1590688761.081433
1505.494505 76347.457627 10035252 1590688761.082429
1500.366300 79026.315789 10035412 1590688761.082429
1495.970696 76347.457627 10035572 1590688761.096386
1492.307692 76347.457627 10035732 1590688761.096386
1489.377289 76347.457627 10035892 1590688761.097391
1486.446886 79026.315789 10036052 1590688761.097391
1485.714286 79026.315789 10036212 1590688761.098388
1481.318681 76347.457627 10036372 1590688761.098388
1479.120879 79026.315789 10036532 1590688761.099378
1479.120879 79026.315789 10036692 1590688761.100375
1477.655678 76347.457627 10036852 1590688761.114342
1475.457875 79026.315789 10037012 1590688761.115342
1475.457875 76347.457627 10037172 1590688761.126354
